clasificacion,texto,sentiment_probabilities,sentiment_label,veracity_label,veracity_probabilities
0,Alberto Fernandez trato de chetos a los mendocinos y los amenazo con hacerles pagar la crisis politica,"[0.9999604225158691, 3.963080598623492e-05]",0,0,"[0.9112571477890015, 0.08874279260635376]"
0,"Los filtros de un avion generan un aire puro permanente, un ambiente absolutamente aseptico que simula la situacion de un quirofano","[0.27484819293022156, 0.7251518368721008]",1,0,"[0.8690856695175171, 0.13091427087783813]"
0,"Macri: ""El 11 de agosto, cuando termino mi gobierno economico, estabamos en el mismo nivel de pobreza que habiamos heredado""","[0.9990076422691345, 0.000992341199889779]",0,0,"[0.6548821330070496, 0.34511786699295044]"
0,"Celeste Burgos, la pareja del ex diputado Juan Ameri, cobraba $ 140 mil pesos como asesora suya","[0.9997764229774475, 0.00022356593399308622]",0,0,"[0.6608699560165405, 0.3391300439834595]"
0,Quino insulto al kirchnerismo,"[0.9999547004699707, 4.5353906898526475e-05]",0,0,"[0.9167236685752869, 0.08327638357877731]"
0,El Dipy que reemplazara a Juan Ameri en el Congreso,"[0.003798672230914235, 0.9962013363838196]",1,1,"[0.49197906255722046, 0.5080209970474243]"
0,Florencia Kirchner dijo que gano su fortuna vendiendo productos por catalogo,"[0.12727132439613342, 0.872728705406189]",1,0,"[0.974871814250946, 0.025128202512860298]"
0,"Ofelia Fernandez dijo que ""los verdaderos delincuentes son los anticuarentena, no el pibe que roba una moto para comer""","[0.9999567270278931, 4.322355016483925e-05]",0,0,"[0.9158653020858765, 0.08413475751876831]"
0,Alberto Fernandez ya dicto 620 DNU y que alcanzo lo dictado por 8 presidentes en 24 anos,"[0.00010133835894521326, 0.9998986721038818]",1,0,"[0.6263383626937866, 0.3736616373062134]"
0,Los salarios de la administracion publica cayeron durante el gobierno de Macri un 40%,"[0.9997722506523132, 0.00022773149248678237]",0,0,"[0.872763991355896, 0.127236008644104]"
0,"Gerardo Romano dijo: ""Estoy angustiado, no tengo trabajo. Este gobierno nos traiciono""","[0.9999678134918213, 3.2179443223867565e-05]",0,0,"[0.9787895083427429, 0.021210480481386185]"
0,"Claramente hubo en las PASO un fraude muy, muy grande","[0.9999325275421143, 6.744068377884105e-05]",0,0,"[0.9193893074989319, 0.0806107372045517]"
0,En medio de la pandemia ciudadanos bolivianos entraron al pais en colectivos para cobrar planes,"[0.999954342842102, 4.567627183860168e-05]",0,0,"[0.8507964611053467, 0.14920353889465332]"
0,Mataron a un kirchnerista mientras rompia un silobolsa en Santa Fe,"[0.9998670816421509, 0.00013293491792865098]",0,0,"[0.9528135657310486, 0.04718643054366112]"
0,"Un videograph presenta al jefe de Gobierno porteno como ""Rodriguez Larrata""","[0.0008346594986505806, 0.999165415763855]",1,0,"[0.9501527547836304, 0.04984721168875694]"
0,"El sobrino del gorbenador, Brian Nahuel Kicillof trabaja en Desarrollo Social","[0.00012669051648117602, 0.9998732805252075]",1,0,"[0.5383532643318176, 0.4616467356681824]"
0,Descubren una foto en la que se ve a Jorge Rafael Videla y a Hebe de Bonafini juntos,"[0.0002870986645575613, 0.9997128844261169]",1,0,"[0.9026411771774292, 0.09735888242721558]"
1,"No, Rosas no hablo nunca de ""la cobardia incondicional de los portenos""","[0.9999246597290039, 7.532552990596741e-05]",0,1,"[0.388114869594574, 0.6118850708007812]"
1,Las vacaciones de los medicos publicos de la Provincia estan suspendidas hasta marzo de 2021,"[0.9998748302459717, 0.00012518701259978116]",0,1,"[0.18728718161582947, 0.8127128481864929]"
1,El Presidente recibio a Hugo Moyano y su familia y se sacaron una foto sin tapabocas,"[0.00016908491670619696, 0.9998308420181274]",1,1,"[0.3335341215133667, 0.6664659380912781]"
1,En medio de la pandemia ciudadanos bolivianos intentaron ingresar ilegalmente en Salta,"[0.9999291896820068, 7.082043885020539e-05]",0,0,"[0.7358428835868835, 0.26415714621543884]"
0,El decreto que establece la cuarentena fuera planeado para durar 1 ano,"[0.9998934268951416, 0.00010650571493897587]",0,0,"[0.7981703877449036, 0.20182955265045166]"
0,La ministra de Salud de Holanda trabaja dos horas diarias como agente de limpieza,"[0.12333523482084274, 0.8766647577285767]",1,0,"[0.5037014484405518, 0.49629852175712585]"
0,Una vacuna contra la COVID-19 genera un dano genetico irreversible,"[0.999919056892395, 8.0891462857835e-05]",0,0,"[0.9034240245819092, 0.0965760201215744]"
0,El consumo de ajo con alcohol ayude a combatir enfermedades,"[9.11155148060061e-05, 0.9999089241027832]",1,0,"[0.9352650046348572, 0.06473501771688461]"
0,En Estados Unidos admitieron que solo un 6% de las muertes informadas fueron realmente por coronavirus,"[0.9999467134475708, 5.3331350500229746e-05]",0,0,"[0.802721381187439, 0.19727861881256104]"
1,Maradona se puso a disposicion para el pago del impuesto a las grandes fortunas,"[0.9985526204109192, 0.0014473985647782683]",0,1,"[0.2579936683177948, 0.7420063018798828]"
0,"El proyecto de reforma penal reduce penas de delitos como homicidio, trata de menores y narcotrafico","[0.00016269809566438198, 0.9998372793197632]",1,0,"[0.6423345804214478, 0.357665479183197]"
0,Macri eximio de impuestos a la familia de Juana Viale,"[0.9582628607749939, 0.041737113147974014]",0,0,"[0.9178344011306763, 0.0821656584739685]"
0,"La minisitra de Salud pidio evitar ""hablar fuerte, cantar o reirse"" para reducir los contagios","[0.006567726377397776, 0.9934322834014893]",1,0,"[0.6768254041671753, 0.3231745660305023]"
0,CABA es la ciudad con mayor cantidad de muertos por millon de habitantes del mundo por coronavirus,"[0.9998045563697815, 0.00019547554256860167]",0,0,"[0.8247689008712769, 0.17523108422756195]"
0,El creador de los test PCR dijo que no detectan el nuevo coronavirus,"[0.9999686479568481, 3.135484075755812e-05]",0,0,"[0.9277809858322144, 0.07221903651952744]"
0,"Los pacientes asintomaticos son inmunes y, por ende, no contagian COVID-19","[0.9997135996818542, 0.0002863209811039269]",0,0,"[0.6767842769622803, 0.3232157230377197]"
0,El nuevo coronavirus muere en el agua de mar,"[0.9998037219047546, 0.00019631325267255306]",0,0,"[0.9379960894584656, 0.06200384348630905]"
1,La OMS precomendo una salida gradual del confinamiento,"[0.0013439480680972338, 0.9986560344696045]",1,1,"[0.22863802313804626, 0.7713620066642761]"
0,El centro de virologia ruso aconseja consumir alimentos mas alcalinos contra el coronavirus,"[0.0016379132866859436, 0.998362123966217]",1,0,"[0.7482117414474487, 0.25178825855255127]"
0,El shopping Unicenter esta en crisis,"[0.9999228715896606, 7.716111576883122e-05]",0,0,"[0.9806103706359863, 0.019389569759368896]"
0,Messi le comunico al Barcelona que son todos unos delincuentes,"[0.999963641166687, 3.6346584238344803e-05]",0,0,"[0.9650740623474121, 0.034925926476716995]"
0,"Leuco pidio disculpas a los familiares de fallecidos por COVID-19 porque el odio que siente por este gobierno le ""jugo una mala pasada""","[0.9964187145233154, 0.003581325290724635]",0,0,"[0.8759439587593079, 0.12405598163604736]"
0,"Diego Leuco festejo el aumento de casos de COVID-19 porque ""odia al Gobierno""","[0.9898422360420227, 0.010157731361687183]",0,0,"[0.9098913073539734, 0.09010866284370422]"
0,Cristina Fernandez de Kirchner mintio con la fractura de tobillo en 2015,"[0.9999520778656006, 4.787300349562429e-05]",0,0,"[0.9226858019828796, 0.07731423527002335]"
0,"Donda dijo que seran eliminadas por decreto las marchas militares con ""tinte patriarcado""","[0.7008984088897705, 0.2991015911102295]",0,0,"[0.910341739654541, 0.0896582379937172]"
0,Grabois opina que los jubilados no deberian votar porque votan en contra de los intereses de la juventud,"[0.9999140501022339, 8.591335790697485e-05]",0,0,"[0.5786159634590149, 0.4213840067386627]"
0,El dioxido de cloro se usa para la desinfeccion de sangre en las transfusiones,"[0.21173147857189178, 0.7882684469223022]",1,0,"[0.8857780694961548, 0.114221952855587]"
0,Los test de PCR no provocan dano en la barrera hematoencefalica,"[0.0003279164666309953, 0.9996720552444458]",1,0,"[0.9223448038101196, 0.07765514403581619]"
0,"Estela de Carlotto se nego a pedir por la aparicion de Facundo Castro para no ""danar la imagen de Alberto""","[0.9999140501022339, 8.59619613038376e-05]",0,0,"[0.8405621647834778, 0.15943783521652222]"
0,Donda dijo que es inhumano tener a los violadores en la precariedad de las carceles,"[0.9999507665634155, 4.9174184823641554e-05]",0,0,"[0.6338220834732056, 0.36617791652679443]"
0,Mauricio Macri aparece en un homenaje a Margaret Thatcher,"[0.0003253148461226374, 0.9996746778488159]",1,0,"[0.972844123840332, 0.027155932039022446]"
0,"Ya hay un nuevo feriado en homenaje a ""Evita""","[0.00015688181156292558, 0.9998431205749512]",1,0,"[0.9312177896499634, 0.0687822476029396]"
0,Murio un trabajador del Hospital Muniz por atender pacientes con COVID-19,"[0.9956574440002441, 0.004342546686530113]",0,0,"[0.7497419714927673, 0.2502579987049103]"
0,63 camas de terapia intensiva fueron ocupadas por manifestantes contagiados,"[0.9999361038208008, 6.384642620105296e-05]",0,0,"[0.9130718111991882, 0.08692821860313416]"
0,El uso o abuso del tapabocas produce hipoxia e hipercapnia,"[0.9998762607574463, 0.00012367656745482236]",0,0,"[0.56812584400177, 0.43187415599823]"
0,La vacuna contra el nuevo coronavirus no existe desde 2001,"[0.9999532699584961, 4.6713535994058475e-05]",0,0,"[0.789367139339447, 0.21063289046287537]"
0,"Un medico del hospital Muniz llamado ""Marcos Vargas"" fallecio por atender pacientes con coronavirus","[0.9997984766960144, 0.00020149137708358467]",0,0,"[0.9507248997688293, 0.04927505925297737]"
0,"Tasuku Honjo, Premio Nobel de Medicina, dijo que el coronavirus no es natural","[0.9991227984428406, 0.00087717518908903]",0,0,"[0.6094814538955688, 0.39051857590675354]"
0,"Putin sobre los presos: ""Si estan presos, es por algo. No pienso pedirle piedad a ninguno, cuando ellos no las tuvieron con sus victimas""","[0.999678373336792, 0.00032159534748643637]",0,0,"[0.5139875411987305, 0.48601245880126953]"
0,Se usan avisos de testeos de coronavirus para robar en la Ciudad de Buenos Aires,"[0.9999188184738159, 8.111586066661403e-05]",0,0,"[0.9420044422149658, 0.057995591312646866]"
0,El Gobierno quiere usar a militares para probar la vacuna contra el coronavirus,"[0.00018144198111258447, 0.9998186230659485]",1,0,"[0.8403942584991455, 0.1596056967973709]"
0,El humo del cigarrillo transmite el coronavirus,"[0.9996975660324097, 0.0003024830366484821]",0,0,"[0.846221387386322, 0.15377859771251678]"
0,"Darin dijo: ""Somos el pueblo mas cobarde del mundo, dejamos que nos gobiernen delincuentes""","[0.999968409538269, 3.15438155666925e-05]",0,0,"[0.857495129108429, 0.14250490069389343]"
0,Patricia Bullrich recibio el premio Europol porque durante su gestion ningun cargamento de droga llego a Europa desde la Argentina,"[0.0001043871816364117, 0.9998955726623535]",1,0,"[0.9765735864639282, 0.02342638000845909]"
0,El ministro De Pedro quiere expropiarle las casas a la gente con + de 1 vivienda para solucionar la crisis inmobiliaria.,"[0.9999469518661499, 5.301579221850261e-05]",0,0,"[0.7643784880638123, 0.23562155663967133]"
1,Medicos ecuatorianos no encontraron la cura para el coronavirus,"[0.9999558925628662, 4.4089345465181395e-05]",0,0,"[0.9282611608505249, 0.07173887640237808]"
1,Es falso el posteo del centro de virologia ruso que recomienda una dieta alcalina para combatir el coronavirus,"[0.999954342842102, 4.569722659653053e-05]",0,0,"[0.6634067296981812, 0.3365933299064636]"
0,La nueva vacuna contra el coronavirus tiene ARN digitalizable que se activa mediante el 5G y puede reactivar el virus,"[0.000194149833987467, 0.9998058676719666]",1,0,"[0.9032041430473328, 0.09679589420557022]"
0,El ministro Guzman impulsa eliminar el Ejercito argentino por falta de presupuesto,"[0.03342338278889656, 0.9665765762329102]",1,0,"[0.8792631030082703, 0.12073691189289093]"
0,Hubo falsificacion de certificados de defuncion en el Hospital de Clinicas para aumentar los muertos por coronavirus,"[0.9999498128890991, 5.0200422265334055e-05]",0,0,"[0.9603669047355652, 0.03963308408856392]"
0,Medicos espanoles dicen que las mascarillas no sirven al aire libre,"[0.9999661445617676, 3.3850923500722274e-05]",0,0,"[0.9463874697685242, 0.05361256003379822]"
0,Bono contribucion de La Campora para pagarle la fianza al empresario Lazaro Baez,"[0.0033560902811586857, 0.9966439008712769]",1,1,"[0.362048864364624, 0.637951135635376]"
1,"Si, en 1918 existio una manifestacion en EE.UU. que provoco un aumento de contagios de la gripe espanola","[0.9469766616821289, 0.05302334576845169]",0,1,"[0.3646600544452667, 0.6353399157524109]"
0,"Los asintomaticos son inmunes, no contagian el coronavirus y comunican anticuerpos al resto de personas","[0.9999276399612427, 7.232527423184365e-05]",0,0,"[0.730919361114502, 0.26908066868782043]"
0,varios billetes de $100 estan duplicados,"[0.9999576807022095, 4.234409425407648e-05]",0,0,"[0.8654910326004028, 0.13450899720191956]"
1,Milei admira a Thatcher,"[7.286421168828383e-05, 0.9999271631240845]",1,0,"[0.5538681149482727, 0.44613194465637207]"
0,Radio Nacional Tucuman volvera a llamarse Mercedes Sosa como siempre debio ser y algun dia dejo de ser,"[0.0009188753901980817, 0.9990811347961426]",1,0,"[0.9258408546447754, 0.0741591528058052]"
0,Cristina Fernandez de Kirchner escribio un texto sobre el Tango 01 donde confiesa haber desviado fondos del tesoro nacional,"[0.9998891353607178, 0.00011086418817285448]",0,0,"[0.9324312806129456, 0.06756870448589325]"
0,El coronavirus es solo una gripesinha como afirma Bolsonaro,"[0.9992237091064453, 0.0007763145258650184]",0,0,"[0.6457211971282959, 0.3542787730693817]"
0,Consumir dioxido de cloro cura el coronavirus,"[0.00023982995480764657, 0.9997602105140686]",1,0,"[0.9347272515296936, 0.06527271866798401]"
0,El cafe sirve para curar el coronavirus,"[7.875672599766403e-05, 0.9999212026596069]",1,0,"[0.9522735476493835, 0.04772646725177765]"
0,"En Monte Hermoso se congelo una ola, demostrando que el calentamiento global es una mentira de los zurdos","[0.9999488592147827, 5.108071491122246e-05]",0,0,"[0.9459585547447205, 0.054041482508182526]"
0,Los rugbiers acusados de asesinar a Fernando Baez Sosa fueron condenados a cadena perpetua,"[0.9997699856758118, 0.00023006672563496977]",0,0,"[0.9072707295417786, 0.09272930771112442]"
1,El Municipio de Ushuaia contrato a Thelma Fardin como asesora en temas de violencia de genero,"[0.00021165436191949993, 0.9997883439064026]",1,1,"[0.2741088271141052, 0.7258911728858948]"
0,En Tucuman estan haciendo chorizos con carne de perro,"[0.0021608697716146708, 0.9978391528129578]",1,0,"[0.9755098223686218, 0.024490149691700935]"
0,Las vacunas tienen el mismo el quimico que se usa para la pena de muerte,"[0.999942421913147, 5.762812725151889e-05]",0,0,"[0.7852360606193542, 0.21476389467716217]"
0,"Gerardo Morales aseguro: ""Vamos a traer enfermos de otras provincias""","[0.9998589754104614, 0.0001410627010045573]",0,0,"[0.8572726249694824, 0.14272740483283997]"
0,"Alberto Fernandez dijo en 2015 que ""el kirchnerismo es una trampa para ratones""","[0.9999105930328369, 8.940703264670447e-05]",0,0,"[0.939174473285675, 0.06082548946142197]"
0,El uso de barbijos provoca que inhalemos el dioxido de carbono que respiramos y que se envenenen los pulmones,"[0.9999241828918457, 7.578737131552771e-05]",0,0,"[0.8971213102340698, 0.10287868976593018]"
1,Cavan cientos de fosas en un cementerio como prevencion frente al coronavirus,"[0.9999513626098633, 4.861818888457492e-05]",0,1,"[0.12494977563619614, 0.8750502467155457]"
0,La Camara Electoral anuncio que se van a eliminar las elecciones legislativas de 2021,"[0.9999338388442993, 6.618032784899697e-05]",0,0,"[0.9127313494682312, 0.08726861327886581]"
0,Los termometros infrarrojos danan las neuronas,"[0.9999549388885498, 4.5060322008794174e-05]",0,0,"[0.947336733341217, 0.05266323313117027]"
0,Las dietas alcalinas ayudan a combatir el coronavirus,"[0.00012100936146453023, 0.999879002571106]",1,0,"[0.9260227084159851, 0.07397735863924026]"
0,Florencia Kirchner dijo que los ninos discapacitados deberian ser abortados,"[0.972011148929596, 0.0279888603836298]",0,0,"[0.9831977486610413, 0.016802212223410606]"
0,"Montoya Carlotto, nieto de Estela, dijo: ""Me pagaron por fingir ser su nieto""","[0.9999585151672363, 4.1489536670269445e-05]",0,0,"[0.7170352339744568, 0.2829647958278656]"
0,La OMS alerto sobre un nuevo brote del virus Nipah,"[0.9999105930328369, 8.940890984376892e-05]",0,0,"[0.9514184594154358, 0.04858151078224182]"
